SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,GQESTIMATES2017,GQESTIMATES2018,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018
50,3,5,51,570,Virginia,Colonial Heights city,17411,17410,17339,17280,17380,17483,17440,17482,17535,17676,17833,-71,-59,100,103,-43,42,53,141,157,40,174,187,216,227,231,289,281,262,61,219,220,202,234,258,287,214,191,-21,-45,-33,14,-7,-27,2,67,71,2,46,57,36,41,60,47,47,52,-56,-59,77,55,-75,10,6,28,37,-54,-13,134,91,-34,70,53,75,89,4,-1,-1,-2,-2,-1,-2,-1,-3,171,171,171,171,171,171,171,171,171,171,10.05228343,10.79053664,12.39136047,13.00002863,13.22948285,16.50626838,15.9609213,14.75682221,12.6520119,12.69474899,11.58821673,13.40091058,14.77578604,16.39203815,12.15529238,10.75783604,-2.599728473,-1.904212349,0.803143734,-0.40088194,-1.54630319,0.114230231,3.805628923,3.998986173,2.657500217,3.289094057,2.065226745,2.348022793,3.436229311,2.684410429,2.669620289,2.928834943,-3.408532887,4.443162147,3.155207527,-4.295163646,0.572704885,0.342690693,1.590412087,2.08397871,-0.75103267,7.732256203,5.220434271,-1.947140853,4.008934196,3.027101122,4.260032376,5.012813653
50,3,5,51,610,Virginia,Falls Church city,12332,12279,12434,12695,13123,13398,13454,13837,13782,14489,14772,155,261,428,275,56,383,-55,707,283,27,135,152,148,180,214,234,231,248,13,60,70,70,75,73,78,87,86,14,75,82,78,105,141,156,144,162,16,62,99,53,77,47,45,45,45,115,125,242,145,-133,192,-258,515,77,131,187,341,198,-56,239,-213,560,122,10,-1,5,-1,7,3,2,3,-1,42,42,42,42,42,42,42,42,42,42,10.74455808,11.77473081,11.16096678,13.40682258,15.68282584,16.9448568,16.34183439,16.95089026,4.775359147,5.422573398,5.27883564,5.586176076,5.349749002,5.648285601,6.154716848,5.878131301,5.969198934,6.35215741,5.882131141,7.820646507,10.33307684,11.2965712,10.18711754,11.07275896,4.934537785,7.669068092,3.996832699,5.735140772,3.444358946,3.258626308,3.183474232,3.075766379,9.948664889,18.74661089,10.93473097,-9.906152242,14.07057272,-18.68279083,36.43309398,5.262978025,14.88320267,26.41567898,14.93156367,-4.17101147,17.51493166,-15.42416452,39.61656822,8.338744404
50,3,5,51,660,Virginia,Harrisonburg city,48914,48900,48991,49932,51315,51550,52558,52755,53701,53907,54033,91,941,1383,235,1008,197,946,206,126,125,530,489,554,564,585,692,699,664,46,271,258,241,208,313,340,271,269,79,259,231,313,356,272,352,428,395,58,312,347,382,463,491,497,482,518,-44,360,782,-468,189,-569,96,-708,-790,14,672,1129,-86,652,-78,593,-226,-272,-2,10,23,8,0,3,1,4,3,7585,7584,7548,7618,7589,7388,7521,7625,7667,7684,10.71540491,9.659545468,10.77139941,10.83490222,11.10973954,13.00067634,12.99159914,12.30313137,5.479008926,5.096447302,4.685753172,3.995850463,5.944185428,6.387615541,5.036800238,4.98425051,5.236395985,4.563098166,6.085646235,6.839051754,5.16555411,6.613060795,7.9547989,7.31888086,6.307936476,6.854524085,7.427210421,8.894609444,9.324584809,9.337190952,8.958441752,9.597924773,7.278388241,15.44737128,-9.099304914,3.630844892,-10.80588341,1.803562035,-13.15887295,-14.63776172,13.58632472,22.30189537,-1.672094493,12.52545434,-1.481298605,11.14075299,-4.200431195,-5.039836946
50,3,5,51,685,Virginia,Manassas Park city,14273,14241,14447,15067,15401,15901,15924,16054,16143,16686,17307,206,620,334,500,23,130,89,543,621,35,297,238,279,237,128,15,15,17,1,53,26,27,52,18,40,36,50,34,244,212,252,185,110,-25,-21,-33,13,70,93,111,171,197,194,186,186,143,299,28,133,-343,-177,-79,375,462,156,369,121,244,-172,20,115,561,648,16,7,1,4,10,0,-1,3,6,6,6,6,6,6,6,6,6,6,6,20.12604188,15.62294867,17.82633698,14.8939513,8.005503784,0.931763829,0.91382619,1.000205925,3.591515891,1.706708678,1.725129385,3.267871171,1.12577397,2.484703544,2.193182857,2.941782132,16.53452599,13.91623999,16.10120759,11.62608013,6.879729814,-1.552939715,-1.279356666,-1.941576207,4.743511554,6.104765656,7.092198582,10.74626866,12.32097067,12.05081219,11.33144476,10.94342953,20.26157078,1.837993961,8.497859562,-21.55538099,-11.0701107,-4.907289499,22.84565476,27.1820669,25.00508233,7.942759617,15.59005814,-10.80911233,1.250859966,7.143522688,34.17709952,38.12549643
50,3,5,51,730,Virginia,Petersburg city,32420,32435,32496,32083,31990,32307,32236,32000,31698,31635,31567,61,-413,-93,317,-71,-236,-302,-63,-68,127,516,493,483,481,570,689,696,649,110,396,356,402,444,528,531,472,446,17,120,137,81,37,42,158,224,203,15,78,125,79,81,68,50,46,38,30,-620,-356,153,-185,-348,-510,-331,-307,45,-542,-231,232,-104,-280,-460,-285,-269,-1,9,1,4,-4,2,0,-2,-2,1058,1061,1075,1052,1058,1058,918,884,884,884,15.98042707,15.38869727,15.02402912,14.90479215,17.74705773,21.63333229,21.97906305,20.53732477,12.26404869,11.112325,12.50447144,13.75826968,16.43937979,16.672423,14.90534161,14.11347742,3.716378389,4.276372263,2.519557678,1.146522473,1.307677938,4.960909291,7.073721441,6.423847347,2.415645953,3.90179951,2.457346377,2.509954604,2.117192851,1.569908003,1.452639224,1.202493592,-19.20128834,-11.112325,4.759164502,-5.732612367,-10.83504577,-16.01306163,-10.45268659,-9.71488244,-16.78564239,-7.210525494,7.216510879,-3.222657763,-8.717852917,-14.44315363,-9.000047369,-8.512388848
50,3,5,51,770,Virginia,Roanoke city,97032,96912,96722,96776,98092,98860,99443,99733,99572,99436,99920,-190,54,1316,768,583,290,-161,-136,484,333,1454,1456,1489,1405,1518,1573,1509,1484,326,1247,1110,1202,1168,1084,1126,1232,1166,7,207,346,287,237,434,447,277,318,71,434,576,381,461,485,468,441,438,-270,-577,388,99,-107,-620,-1075,-849,-264,-199,-143,964,480,354,-135,-607,-408,174,2,-10,6,1,-8,-9,-1,-5,-8,2126,2111,2106,2180,2115,2126,2236,2115,2113,2113,15.02857911,14.9434489,15.12043544,14.17023444,15.24280034,15.78485236,15.16521949,14.88793916,12.88902211,11.39232711,12.20601974,11.7799529,10.88484556,11.29926495,12.3814118,11.69766649,2.139556998,3.551121785,2.914415695,2.390281539,4.357954774,4.485587416,2.783807686,3.190272678,4.485834479,5.91169407,3.868962996,4.649450588,4.870064666,4.696319711,4.431982634,4.3941491600000004,-5.963885932,3.982182811,1.005321094,-1.079156644,-6.225649677,-10.78748652,-8.532320309,-2.648528261,-1.478051453,9.893876881,4.87428409,3.570293944,-1.35558501,-6.091166805,-4.100337675,1.745620899
50,3,5,51,820,Virginia,Waynesboro city,21006,20998,20994,21102,21069,21173,21312,21558,21798,22336,22628,-4,108,-33,104,139,246,240,538,292,66,294,296,274,295,294,344,365,341,86,242,248,246,243,293,284,248,232,-20,52,48,28,52,1,60,117,109,0,5,18,24,68,72,71,69,68,14,55,-97,55,20,172,110,351,116,14,60,-79,79,88,244,181,420,184,2,-4,-2,-3,-1,1,-1,1,-1,192,192,192,192,192,192,192,192,192,192,13.96807298,14.03808304,12.9728706,13.88725433,13.71588523,15.86862257,16.54053564,15.16768971,11.49752946,11.76163714,11.6471758,11.43933153,13.66923256,13.10083956,11.23850093,10.3193666,2.47054352,2.276445899,1.325694806,2.447922796,0.046652671,2.767783006,5.302034713,4.848323103,0.237552262,0.853667212,1.136309834,3.201129811,3.358992302,3.27520989,3.126840984,3.024641936,2.613074877,-4.600317754,2.604043369,0.941508768,8.024259389,5.074268844,15.90610414,5.159683302,2.850627138,-3.746650542,3.740353203,4.142638578,11.38325169,8.349478734,19.03294512,8.184325238
40,3,5,54,0,West Virginia,West Virginia,1852994,1853001,1854214,1856074,1856764,1853873,1849467,1841996,1830929,1817048,1805832,1213,1860,690,-2891,-4406,-7471,-11067,-13881,-11216,5104,20466,20676,20926,20571,20088,19416,18547,18010,5233,21908,21492,22253,21666,22782,22459,22629,22551,-129,-1442,-816,-1327,-1095,-2694,-3043,-4082,-4541,82,1867,890,634,996,1268,1037,332,386,1318,1501,730,-2124,-4254,-5989,-9046,-10107,-7029,1400,3368,1620,-1490,-3258,-4721,-8009,-9775,-6643,-58,-66,-114,-74,-53,-56,-15,-24,-32,49406,49403,49450,49746,49530,48722,48090,47470,47895,47916,11.0320277,11.13757185,11.27892596,11.10943095,10.88348983,10.57250012,10.16837551,9.942366294,11.80932585,11.57712779,11.99416704,11.70078902,12.34307374,12.22949012,12.40632822,12.44921168,-0.77729815,-0.439555941,-0.715241076,-0.591358071,-1.45958391,-1.656990001,-2.237952706,-2.506845383,1.006390879,0.479417632,0.341720303,0.537892821,0.686990497,0.56467257,0.182018692,0.213090138,0.809101612,0.393230192,-1.144816914,-2.297385603,-3.244783979,-4.925774417,-5.541153357,-3.880338294,1.81549249,0.872647824,-0.803096611,-1.759492782,-2.557793482,-4.361101847,-5.359134666,-3.667248156
50,3,5,54,9,West Virginia,Brooke County,24069,24067,23995,23828,23691,23604,23384,23205,22680,22390,22203,-72,-167,-137,-87,-220,-179,-525,-290,-187,56,191,166,203,182,211,196,189,190,107,365,327,328,302,344,366,322,293,-51,-174,-161,-125,-120,-133,-170,-133,-103,1,-2,-2,-7,-5,-3,-5,-7,-7,-21,14,29,49,-91,-40,-352,-149,-77,-20,12,27,42,-96,-43,-357,-156,-84,-1,-5,-3,-4,-4,-3,2,-1,0,872,872,872,872,872,873,851,750,726,727,7.987788303,6.986679013,8.584416957,7.746658721,9.05793213,8.543096873,8.386953628,8.52151683,15.26462163,13.76291589,13.87038799,12.85434579,14.76743437,15.95292579,14.28888396,13.14107595,-7.276833323,-6.776236874,-5.285971033,-5.107687069,-5.709502243,-7.40982892,-5.901930331,-4.619559124,-0.083641762,-0.084176856,-0.296014378,-0.212820295,-0.128785765,-0.217936145,-0.310627912,-0.31395062,0.585492336,1.220564406,2.072100645,-3.873329361,-1.717143532,-15.34270459,-6.611936987,-3.453456821,0.501850574,1.13638755,1.776086267,-4.086149655,-1.845929297,-15.56064073,-6.922564899,-3.767407441
50,3,5,54,19,West Virginia,Fayette County,46039,46049,46033,45919,45861,45560,45161,44706,44167,43577,43018,-16,-114,-58,-301,-399,-455,-539,-590,-559,141,565,551,575,548,501,474,424,415,180,640,619,669,645,679,612,665,646,-39,-75,-68,-94,-97,-178,-138,-241,-231,2,18,3,8,10,20,19,9,9,25,-51,15,-213,-310,-296,-419,-358,-338,27,-33,18,-205,-300,-276,-400,-349,-329,-4,-6,-8,-2,-2,-1,-1,0,1,1840,1840,1840,1840,1836,1843,1835,1813,1840,1840,12.28902036,12.0069732,12.57916671,12.08099558,11.14981028,10.66690671,9.664478483,9.58484901,13.92030625,13.48877751,14.63558701,14.21941998,15.11121991,13.77246183,15.15773158,14.92003003,-1.631285888,-1.481804315,-2.056420297,-2.1384244,-3.961409639,-3.105555118,-5.4932531000000004,-5.335181015,0.391508613,0.06537372,0.175014493,0.220456124,0.445102207,0.427576429,0.205142232,0.207864195,-1.109274404,0.326868599,-4.659760886,-6.834139835,-6.587512658,-9.429185467,-8.160102115,-7.806455338,-0.717765791,0.392242319,-4.484746393,-6.613683712,-6.142410451,-9.001609038,-7.954959883,-7.598591143
50,3,5,54,29,West Virginia,Hancock County,30676,30672,30663,30611,30448,30366,30248,29968,29666,29425,29094,-9,-52,-163,-82,-118,-280,-302,-241,-331,70,303,295,291,274,290,243,224,224,77,378,412,388,404,438,366,433,438,-7,-75,-117,-97,-130,-148,-123,-209,-214,-1,11,14,5,24,14,11,-2,-2,4,16,-55,15,-6,-142,-190,-27,-114,3,27,-41,20,18,-128,-179,-29,-116,-5,-4,-5,-5,-6,-4,0,-3,-1,226,226,226,226,226,226,226,226,226,226,9.890002285,9.662785175,9.570164765,9.040815653,9.631991497,8.149713251,7.581526798,7.655633213,12.33802265,13.49514404,12.76021969,13.33025374,14.54762854,12.27487675,14.65536207,14.96949709,-2.448020368,-3.832358866,-3.190054922,-4.289438084,-4.91563704,-4.125163497,-7.073835271,-7.313863873,0.359042987,0.458572856,0.164435821,0.791896262,0.464992693,0.368917061,-0.067692204,-0.068353868,0.522244345,-1.801536219,0.493307462,-0.197974065,-4.7163544569999996,-6.372203776,-0.913844748,-3.896170475,0.881287332,-1.342963363,0.657743283,0.593922196,-4.251361764,-6.003286716,-0.981536951,-3.964524343
50,3,5,54,39,West Virginia,Kanawha County,193063,193051,192913,192157,192234,191530,190353,188270,186162,183310,180454,-138,-756,77,-704,-1177,-2083,-2108,-2852,-2856,507,2097,2262,2222,2219,2037,2017,1957,1845,581,2466,2309,2482,2455,2541,2444,2533,2496,-74,-369,-47,-260,-236,-504,-427,-576,-651,2,104,122,68,133,128,89,27,27,-39,-465,41,-486,-1063,-1710,-1767,-2306,-2237,-37,-361,163,-418,-930,-1582,-1678,-2279,-2210,-27,-26,-39,-26,-11,3,-3,3,5,3163,3161,3159,3124,3179,3135,3172,3201,3339,3338,10.89152622,11.76926619,11.58003356,11.62136047,10.76004363,10.77365183,10.59349558,10.14393948,12.80806087,12.01380886,12.93503299,12.85734112,13.42232247,13.05443979,13.71145851,13.72318316,-1.916534656,-0.244542666,-1.354999427,-1.235980654,-2.662278837,-2.280787967,-3.117962931,-3.579243685,0.540161529,0.634770325,0.354384466,0.696548419,0.676134308,0.475386719,0.146154512,0.148447895,-2.415145298,0.213324454,-2.532806621,-5.567150148,-9.032731767,-9.438295872,-12.48267798,-12.29918299,-1.874983769,0.848094779,-2.178422155,-4.870601729,-8.35659746,-8.962909153,-12.33652347,-12.15073509
50,3,5,54,49,West Virginia,Marion County,56418,56418,56533,56670,56745,56710,56780,56744,56497,56369,56097,115,137,75,-35,70,-36,-247,-128,-272,172,685,640,663,646,630,640,640,621,116,658,634,657,636,711,724,652,666,56,27,6,6,10,-81,-84,-12,-45,3,44,3,51,9,8,6,-5,-5,59,74,72,-84,61,43,-167,-108,-220,62,118,75,-33,70,51,-161,-113,-225,-3,-8,-6,-8,-10,-6,-2,-3,-2,1340,1340,1340,1340,1340,1310,1343,1356,1332,1333,12.10215277,11.2859851,11.68745318,11.38426293,11.09897467,11.30332653,11.34088211,11.04333754,11.62513361,11.18017899,11.58168437,11.20803595,12.5259857,12.78688814,11.55352365,11.84357939,0.47701916,0.10580611,0.105768807,0.17622698,-1.427011029,-1.483561608,-0.21264154,-0.800241851,0.777364558,0.052903055,0.89903486,0.158604282,0.140939361,0.105968686,-0.088600641,-0.088915761,1.307385847,1.269673324,-1.480763298,1.07498458,0.757549065,-2.949461767,-1.913773856,-3.912293493,2.084750404,1.322576379,-0.581728439,1.233588863,0.898488425,-2.843493081,-2.002374497,-4.001209254
50,3,5,54,59,West Virginia,Mingo County,26839,26834,26769,26601,26189,26013,25739,25320,24723,24138,23785,-65,-168,-412,-176,-274,-419,-597,-585,-353,95,355,364,350,325,342,293,282,269,114,341,359,378,384,354,348,381,383,-19,14,5,-28,-59,-12,-55,-99,-114,0,41,1,16,0,0,0,0,0,-47,-225,-427,-163,-214,-413,-543,-490,-240,-47,-184,-426,-147,-214,-413,-543,-490,-240,1,2,9,-1,-1,6,1,4,1,85,85,85,85,85,85,85,85,85,85,13.30335394,13.79049062,13.40944791,12.55990107,13.39626706,11.70992946,11.54294836,11.22634226,12.77871463,13.60106081,14.48220375,14.84000618,13.86631152,13.90803909,15.59526002,15.98397429,0.524639311,0.189429816,-1.072755833,-2.280105117,-0.470044458,-2.198109626,-4.05231166,-4.757632035,1.536443695,0.037885963,0.613003333,0,0,0,0,0,-8.431703204,-16.17730631,-6.244971457,-8.270211779,-16.17736344,-21.70133685,-20.05689609,-10.01606744,-6.895259509,-16.13942034,-5.631968124,-8.270211779,-16.17736344,-21.70133685,-20.05689609,-10.01606744
50,3,5,54,69,West Virginia,Ohio County,44443,44448,44495,44221,44011,43751,43261,42996,42666,42056,41755,47,-274,-210,-260,-490,-265,-330,-610,-301,106,464,502,480,454,476,443,390,388,109,583,596,598,554,615,546,556,558,-3,-119,-94,-118,-100,-139,-103,-166,-170,3,35,3,2,7,12,7,-10,-10,51,-188,-115,-141,-398,-136,-233,-435,-119,54,-153,-112,-139,-391,-124,-226,-445,-129,-4,-2,-4,-3,1,-2,-1,1,-2,2618,2618,2618,2596,2524,2495,2379,2380,2385,2385,10.46034537,11.37909149,10.93867505,10.43534225,11.03678542,10.34297588,9.206581526,9.258927826,13.14306326,13.5098377,13.627766,12.73387579,14.25971226,12.74777614,13.12528033,13.31567455,-2.682717886,-2.130746215,-2.689090951,-2.298533536,-3.222926835,-2.404800261,-3.918698803,-4.056746728,0.789034672,0.068002539,0.045577813,0.160897348,0.278238288,0.163433028,-0.236066193,-0.23863216,-4.238243383,-2.606763986,-3.213235797,-9.148163472,-3.153367263,-5.439985058,-10.26887939,-2.839722709,-3.449208711,-2.538761447,-3.167657984,-8.987266124,-2.875128975,-5.27655203,-10.50494559,-3.07835487
50,3,5,54,79,West Virginia,Putnam County,55486,55495,55627,56032,56449,56499,56634,56600,56680,56665,56682,132,405,417,50,135,-34,80,-15,17,117,606,608,596,634,635,577,520,516,87,528,528,579,562,592,568,625,590,30,78,80,17,72,43,9,-105,-74,6,21,25,17,13,8,8,0,0,96,309,315,21,59,-80,67,95,96,102,330,340,38,72,-72,75,95,96,0,-3,-3,-5,-9,-5,-4,-5,-5,249,249,249,249,249,249,249,249,249,249,10.85447658,10.8107147,10.55352906,11.20804717,11.2157126,10.18714689,9.175526049,9.104784423,9.45736573,9.388252238,10.25250558,9.935209002,10.4562234,10.02824859,11.0282765,10.41050932,1.397110846,1.42246246,0.30102348,1.272838164,0.759489199,0.158898305,-1.852750452,-1.305724898,0.376145228,0.444519519,0.30102348,0.229818002,0.141300316,0.141242938,0,0,5.534708353,5.600945938,0.371852534,1.043020162,-1.413003162,1.182909605,1.676298028,1.693913381,5.910853581,6.045465456,0.672876014,1.272838164,-1.271702845,1.324152542,1.676298028,1.693913381
50,3,5,54,89,West Virginia,Summers County,13927,13926,13940,13856,13835,13592,13329,13134,12975,12891,12760,14,-84,-21,-243,-263,-195,-159,-84,-131,31,126,116,110,96,97,115,111,100,33,213,179,186,199,201,198,204,176,-2,-87,-63,-76,-103,-104,-83,-93,-76,-1,3,-2,-4,-8,-2,-2,-2,-2,18,1,47,-166,-154,-90,-73,11,-53,17,4,45,-170,-162,-92,-75,9,-55,-1,-1,-3,3,2,1,-1,0,0,1329,1329,1329,1329,1313,1210,1092,1134,1107,1103,9.066052669,8.378173414,8.021292887,7.131978753,7.33099044,8.809222873,8.58269543,7.79696698,15.32594618,12.92838829,13.56327706,14.78399762,15.19102143,15.16718373,15.77360241,13.72266189,-6.25989351,-4.550214871,-5.541984176,-7.65201887,-7.860030987,-6.357960856,-7.190906982,-5.925694905,0.215858397,-0.144451266,-0.291683378,-0.594331563,-0.151154442,-0.153203876,-0.154643161,-0.15593934,0.071952799,3.394604745,-12.10486017,-11.44088258,-6.801949892,-5.591941476,0.850537385,-4.132392499,0.287811196,3.25015348,-12.39654355,-12.03521415,-6.953104334,-5.745145352,0.695894224,-4.288331839
50,3,5,54,99,West Virginia,Wayne County,42481,42495,42455,42180,41873,41829,41507,41195,40702,40192,39944,-40,-275,-307,-44,-322,-312,-493,-510,-248,98,383,386,477,468,420,424,407,359,93,492,446,469,490,538,514,522,544,5,-109,-60,8,-22,-118,-90,-115,-185,2,8,3,-7,-9,-9,-9,-8,-6,-44,-174,-251,-38,-295,-183,-394,-388,-54,-42,-166,-248,-45,-304,-192,-403,-396,-60,-3,0,1,-7,4,-2,0,1,-3,246,246,246,246,246,246,246,246,246,246,9.050629172,9.184681094,11.39757712,11.23164059,10.15694905,10.35446964,10.06255099,8.959768394,11.6263957,10.61235173,11.20642279,11.75962369,13.01056806,12.55235235,12.90577793,13.57691924,-2.575766527,-1.427670636,0.191154333,-0.527983105,-2.853619018,-2.197882706,-2.843226939,-4.617150844,0.189047085,0.071383532,-0.167260042,-0.215993088,-0.217648908,-0.219788271,-0.1977897,-0.149745433,-4.111774089,-5.972422162,-0.907983083,-7.079773447,-4.425527799,-9.62184207,-9.592800455,-1.347708895,-3.922727004,-5.90103863,-1.075243124,-7.295766535,-4.643176707,-9.841630341,-9.790590155,-1.497454328
50,3,5,54,109,West Virginia,Wyoming County,23796,23802,23726,23455,23207,22939,22576,22173,21770,21248,20786,-76,-271,-248,-268,-363,-403,-403,-522,-462,54,271,243,230,219,218,205,194,181,100,352,332,332,324,322,341,321,336,-46,-81,-89,-102,-105,-104,-136,-127,-155,0,-1,0,0,0,-1,-1,-1,-1,-28,-192,-161,-165,-264,-302,-267,-395,-307,-28,-193,-161,-165,-264,-303,-268,-396,-308,-2,3,2,-1,6,4,1,1,1,56,56,56,56,56,56,56,56,56,56,11.48767512,10.41532725,9.968361288,9.623201143,9.743234486,9.330268757,9.019480218,8.612075939,14.92126068,14.22999443,14.38911282,14.2370647,14.39138305,15.52010559,14.92398531,15.9870581,-3.433585554,-3.814667181,-4.420751528,-4.613863561,-4.648148562,-6.189836834,-5.904505091,-7.374982157,-0.042389945,0,0,0,-0.044693736,-0.045513506,-0.046492166,-0.04758053,-8.13886946,-6.900690069,-7.151215707,-11.60057124,-13.49750832,-12.15210614,-18.3644056,-14.60722272,-8.181259405,-6.900690069,-7.151215707,-11.60057124,-13.54220206,-12.19761964,-18.41089776,-14.65480325
